Accident,Level,Parent,Code
stated as undetermined whether accidental or intentional,2,kettle(hot),Y27.3,,,,,
suicide(attempt),2,kettle(hot),X77.3,,,,,
lamp(flame),1,"Burn, burned, burning(accidental) (by) (from) (on)",X08.8,,,,,
with ignition of clothing NEC,2,lamp(flame),X06.2,,,,,
nightwear,3,with ignition of clothing NEC,X05,,,,,
lighter(cigar) (cigarette),1,"Burn, burned, burning(accidental) (by) (from) (on)",X08.8,,,,,
with ignition of clothing NEC,2,lighter(cigar) (cigarette),X06.2,,,,,
nightwear,3,with ignition of clothing NEC,X05,,,,,
lightning,1,"Burn, burned, burning(accidental) (by) (from) (on)",,,,,,
causing fire,2,lightning,,,,,,
liquid(boiling) (hot) NEC,1,"Burn, burned, burning(accidental) (by) (from) (on)",X12,,,,,
stated as undetermined whether accidental or intentional,2,liquid(boiling) (hot) NEC,Y27.2,,,,,
suicide(attempt),2,liquid(boiling) (hot) NEC,X77.2,,,,,
local application of externally applied substance in medical or surgical care,1,"Burn, burned, burning(accidental) (by) (from) (on)",Y63.5,,,,,
on board watercraft,1,"Burn, burned, burning(accidental) (by) (from) (on)",,,,,,
due to,2,on board watercraft,,,,,,
accident to watercraft,3,due to,V91.09,,,,,
powered craft,4,accident to watercraft,V91.03,,,,,
ferry boat,5,powered craft,V91.01,,,,,
fishing boat,5,powered craft,V91.02,,,,,
jetskis,5,powered craft,V91.03,,,,,
liner,5,powered craft,V91.01,,,,,
merchant ship,5,powered craft,V91.00,,,,,
passenger ship,5,powered craft,V91.01,,,,,
unpowered craft,4,accident to watercraft,V91.08,,,,,
canoe,5,unpowered craft,V91.05,,,,,
inflatable,5,unpowered craft,V91.06,,,,,
kayak,5,unpowered craft,V91.05,,,,,
sailboat,5,unpowered craft,V91.04,,,,,
surf-board,5,unpowered craft,V91.08,,,,,
water skis,5,unpowered craft,V91.07,,,,,
windsurfer,5,unpowered craft,V91.08,,,,,
fire on board,3,due to,V93.09,,,,,
ferry boat,4,fire on board,V93.01,,,,,
fishing boat,4,fire on board,V93.02,,,,,
jetskis,4,fire on board,V93.03,,,,,
liner,4,fire on board,V93.01,,,,,
merchant ship,4,fire on board,V93.00,,,,,
passenger ship,4,fire on board,V93.01,,,,,
powered craft NEC,4,fire on board,V93.03,,,,,
sailboat,4,fire on board,V93.04,,,,,
specified heat source NEC on board,3,due to,V93.19,,,,,
ferry boat,4,specified heat source NEC on board,V93.11,,,,,
fishing boat,4,specified heat source NEC on board,V93.12,,,,,
jetskis,4,specified heat source NEC on board,V93.13,,,,,
liner,4,specified heat source NEC on board,V93.11,,,,,
merchant ship,4,specified heat source NEC on board,V93.10,,,,,
passenger ship,4,specified heat source NEC on board,V93.11,,,,,
powered craft NEC,4,specified heat source NEC on board,V93.13,,,,,
sailboat,4,specified heat source NEC on board,V93.14,,,,,
machinery(hot),1,"Burn, burned, burning(accidental) (by) (from) (on)",X17,,,,,
matches,1,"Burn, burned, burning(accidental) (by) (from) (on)",X08.8,,,,,
with ignition of clothing NEC,2,matches,X06.2,,,,,
nightwear,3,with ignition of clothing NEC,X05,,,,,
mattress,1,"Burn, burned, burning(accidental) (by) (from) (on)",,,,,,
"medicament, externally applied",1,"Burn, burned, burning(accidental) (by) (from) (on)",Y63.5,,,,,
metal(hot) (liquid) (molten) NEC,1,"Burn, burned, burning(accidental) (by) (from) (on)",X18,,,,,
"nightwear(nightclothes, nightdress, gown, pajamas, robe)",1,"Burn, burned, burning(accidental) (by) (from) (on)",X05,,,,,
object(hot) NEC,1,"Burn, burned, burning(accidental) (by) (from) (on)",X19,,,,,
pipe(hot),1,"Burn, burned, burning(accidental) (by) (from) (on)",X16,,,,,
smoking,2,pipe(hot),X08.8,,,,,
with ignition of clothing NEC,3,smoking,X06.2,,,,,
nightwear,4,with ignition of clothing NEC,X05,,,,,
powder,1,"Burn, burned, burning(accidental) (by) (from) (on)",,,,,,
radiator(hot),1,"Burn, burned, burning(accidental) (by) (from) (on)",X16,,,,,
saucepan(hot) (glass) (metal),1,"Burn, burned, burning(accidental) (by) (from) (on)",X15.3,,,,,
stated as undetermined whether accidental or intentional,2,saucepan(hot) (glass) (metal),Y27.3,,,,,
suicide(attempt),2,saucepan(hot) (glass) (metal),X77.3,,,,,
self-inflicted,1,"Burn, burned, burning(accidental) (by) (from) (on)",X76,,,,,
stated as undetermined whether accidental or intentional,2,self-inflicted,Y26,,,,,
steam,1,"Burn, burned, burning(accidental) (by) (from) (on)",X13.1,,,,,
pipe,2,steam,X16,,,,,
stated as undetermined whether accidental or intentional,3,pipe,Y27.8,,,,,
stated as undetermined whether accidental or intentional,2,steam,Y27.0,,,,,
suicide(attempt),2,steam,X77.0,,,,,
stove(hot) (kitchen),1,"Burn, burned, burning(accidental) (by) (from) (on)",X15.0,,,,,
stated as undetermined whether accidental or intentional,2,stove(hot) (kitchen),Y27.3,,,,,
suicide(attempt),2,stove(hot) (kitchen),X77.3,,,,,
substance(hot) NEC,1,"Burn, burned, burning(accidental) (by) (from) (on)",X19,,,,,
boiling,2,substance(hot) NEC,X12,,,,,
stated as undetermined whether accidental or intentional,3,boiling,Y27.2,,,,,
suicide(attempt),3,boiling,X77.2,,,,,
molten(metal),2,substance(hot) NEC,X18,,,,,
suicide(attempt) NEC,1,"Burn, burned, burning(accidental) (by) (from) (on)",X76,,,,,
hot,2,suicide(attempt) NEC,,,,,,
household appliance,3,hot,X77.3,,,,,
object,3,hot,X77.9,,,,,
stated as undetermined whether accidental or intentional,1,"Burn, burned, burning(accidental) (by) (from) (on)",Y27.0,,,,,
therapeutic misadventure,1,"Burn, burned, burning(accidental) (by) (from) (on)",,,,,,
heat in local application or packing during medical or surgical procedure,2,therapeutic misadventure,Y63.5,,,,,
overdose of radiation,2,therapeutic misadventure,Y63.2,,,,,
toaster(hot),1,"Burn, burned, burning(accidental) (by) (from) (on)",X15.1,,,,,
stated as undetermined whether accidental or intentional,2,toaster(hot),Y27.3,,,,,
suicide(attempt),2,toaster(hot),X77.3,,,,,
tool(hot),1,"Burn, burned, burning(accidental) (by) (from) (on)",X17,,,,,
"torch, welding",1,"Burn, burned, burning(accidental) (by) (from) (on)",X08.8,,,,,
with ignition of clothing NEC,2,"torch, welding",X06.2,,,,,
nightwear,3,with ignition of clothing NEC,X05,,,,,
trash fire(controlled),1,"Burn, burned, burning(accidental) (by) (from) (on)",,,,,,
uncontrolled,2,trash fire(controlled),,,,,,
vapor(hot),1,"Burn, burned, burning(accidental) (by) (from) (on)",X13.1,,,,,
stated as undetermined whether accidental or intentional,2,vapor(hot),Y27.0,,,,,
suicide(attempt),2,vapor(hot),X77.0,,,,,
Very pistol,1,"Burn, burned, burning(accidental) (by) (from) (on)",,,,,,
Butted by animal,0,,W55.82,,,,,
bull,1,Butted by animal,W55.22,,,,,
cow,1,Butted by animal,W55.22,,,,,
goat,1,Butted by animal,W55.32,,,,,
horse,1,Butted by animal,W55.12,,,,,
pig,1,Butted by animal,W55.42,,,,,
sheep,1,Butted by animal,W55.32,,,,,
Caisson disease -,0,,,,,,,
Campfire(exposure to) (controlled),0,,,,,,,
uncontrolled,1,Campfire(exposure to) (controlled),,,,,,
Capital punishment(any means),0,,,,,,,
Car sickness,0,,T75.3,,,,,
Casualty(not due to war) NEC,0,,X58,,,,,
war,1,Casualty(not due to war) NEC,,,,,,
Cat,0,,,,,,,
bite,1,Cat,W55.01,,,,,
scratch,1,Cat,W55.03,,,,,
"Cataclysm, cataclysmic(any injury) NEC",0,,,,,,,
Catching fire,0,,,,,,,
Caught,0,,,,,,,
between,1,Caught,,,,,,
folding object,2,between,W23.0,,,,,
objects(moving) (stationary and moving),2,between,W23.0,,,,,
and machinery,3,objects(moving) (stationary and moving),,,,,,
stationary,3,objects(moving) (stationary and moving),W23.1,,,,,
sliding door and door frame,2,between,W23.0,,,,,
"by, in",1,Caught,,,,,,
machinery(moving parts of),2,"by, in",,,,,,
washing-machine wringer,2,"by, in",W23.0,,,,,
under packing crate(due to losing grip),1,Caught,W23.1,,,,,
Cave-in caused by cataclysmic earth surface movement or eruption,0,,,,,,,
Change(s) in air pressure -,0,,,,,,,
"Choked, choking(on) (any object except food or vomitus)",0,,,,,,,
food(bone) (seed),1,"Choked, choking(on) (any object except food or vomitus)",T18,,,,,
vomitus,1,"Choked, choking(on) (any object except food or vomitus)",T17.81-,,,,,
Civil insurrection,0,,,,,,,
Cloudburst(any injury),0,,X37.8,,,,,
"Cold, exposure to(accidental) (excessive) (extreme) (natural) (place) NEC",0,,,,,,,
Collapse,0,,,,,,,
building,1,Collapse,W20.1,,,,,
burning(uncontrolled fire),2,building,X00.2,,,,,
dam or man-made structure(causing earth movement),1,Collapse,X36.0,,,,,
machinery,1,Collapse,,,,,,
structure,1,Collapse,W20.1,,,,,
burning(uncontrolled fire),2,structure,X00.2,,,,,
Collision(accidental) NEC,0,,V89.9,,,,,
pedestrian,1,Collision(accidental) NEC,W51,,,,,
with fall,2,pedestrian,W03,,,,,
due to ice or snow,3,with fall,W00.0,,,,,
involving pedestrian conveyance,3,with fall,,,,,,
and,2,pedestrian,,,,,,
crowd or human stampede(with fall),3,and,W52,,,,,
object,3,and,W22.8,,,,,
with fall,4,object,,,,,,
person(s),1,Collision(accidental) NEC,,,,,,
transport vehicle NEC,1,Collision(accidental) NEC,V89.9,,,,,
and,2,transport vehicle NEC,,,,,,
"avalanche, fallen or not moving",3,and,,,,,,
falling or moving,4,"avalanche, fallen or not moving",,,,,,
"landslide, fallen or not moving",3,and,,,,,,
falling or moving,4,"landslide, fallen or not moving",,,,,,
due to cataclysm,2,transport vehicle NEC,,,,,,
"intentional, purposeful suicide(attempt)",2,transport vehicle NEC,,,,,,
"Combustion, spontaneous",0,,,,,,,
Complication(delayed) of or following (medical or surgical procedure),0,,Y84.9,,,,,
with misadventure,1,Complication(delayed) of or following (medical or surgical procedure),,,,,,
amputation of limb(s),1,Complication(delayed) of or following (medical or surgical procedure),Y83.5,,,,,
anastomosis(arteriovenous) (blood vessel) (gastrojejunal) (tendon) (natural or artificial material),1,Complication(delayed) of or following (medical or surgical procedure),Y83.2,,,,,
aspiration(of fluid),1,Complication(delayed) of or following (medical or surgical procedure),Y84.4,,,,,
tissue,2,aspiration(of fluid),Y84.8,,,,,
biopsy,1,Complication(delayed) of or following (medical or surgical procedure),Y84.8,,,,,
blood,1,Complication(delayed) of or following (medical or surgical procedure),,,,,,
sampling,2,blood,Y84.7,,,,,
transfusion,2,blood,,,,,,
procedure,3,transfusion,Y84.8,,,,,
bypass,1,Complication(delayed) of or following (medical or surgical procedure),Y83.2,,,,,
catheterization(urinary),1,Complication(delayed) of or following (medical or surgical procedure),Y84.6,,,,,
cardiac,2,catheterization(urinary),Y84.0,,,,,
colostomy,1,Complication(delayed) of or following (medical or surgical procedure),Y83.3,,,,,
cystostomy,1,Complication(delayed) of or following (medical or surgical procedure),Y83.3,,,,,
dialysis(kidney),1,Complication(delayed) of or following (medical or surgical procedure),Y84.1,,,,,
drug,1,Complication(delayed) of or following (medical or surgical procedure),,,,,,
due to misadventure,1,Complication(delayed) of or following (medical or surgical procedure),,,,,,
duodenostomy,1,Complication(delayed) of or following (medical or surgical procedure),Y83.3,,,,,
electroshock therapy,1,Complication(delayed) of or following (medical or surgical procedure),Y84.3,,,,,
"external stoma, creation of",1,Complication(delayed) of or following (medical or surgical procedure),Y83.3,,,,,
formation of external stoma,1,Complication(delayed) of or following (medical or surgical procedure),Y83.3,,,,,
gastrostomy,1,Complication(delayed) of or following (medical or surgical procedure),Y83.3,,,,,
graft,1,Complication(delayed) of or following (medical or surgical procedure),Y83.2,,,,,
hypothermia(medically-induced),1,Complication(delayed) of or following (medical or surgical procedure),Y84.8,,,,,
"implant, implantation(of)",1,Complication(delayed) of or following (medical or surgical procedure),,,,,,
artificial,2,"implant, implantation(of)",,,,,,
internal device(cardiac pacemaker) (electrodes in brain) (heart valve prosthesis) (orthopedic),3,artificial,Y83.1,,,,,
material or tissue(for anastomosis or bypass),3,artificial,Y83.2,,,,,
with creation of external stoma,4,material or tissue(for anastomosis or bypass),Y83.3,,,,,
natural tissues(for anastomosis or bypass),2,"implant, implantation(of)",Y83.2,,,,,
with creation of external stoma,3,natural tissues(for anastomosis or bypass),Y83.3,,,,,
infusion,1,Complication(delayed) of or following (medical or surgical procedure),,,,,,
procedure,2,infusion,Y84.8,,,,,
injection,1,Complication(delayed) of or following (medical or surgical procedure),,,,,,
procedure,2,injection,Y84.8,,,,,
insertion of gastric or duodenal sound,1,Complication(delayed) of or following (medical or surgical procedure),Y84.5,,,,,
insulin-shock therapy,1,Complication(delayed) of or following (medical or surgical procedure),Y84.3,,,,,
paracentesis(abdominal) (thoracic) (aspirative),1,Complication(delayed) of or following (medical or surgical procedure),Y84.4,,,,,
procedures other than surgical operation,1,Complication(delayed) of or following (medical or surgical procedure),,,,,,
radiological procedure or therapy,1,Complication(delayed) of or following (medical or surgical procedure),Y84.2,,,,,
removal of organ(partial) (total) NEC,1,Complication(delayed) of or following (medical or surgical procedure),Y83.6,,,,,
sampling,1,Complication(delayed) of or following (medical or surgical procedure),,,,,,
blood,2,sampling,Y84.7,,,,,
fluid NEC,2,sampling,Y84.4,,,,,
tissue,2,sampling,Y84.8,,,,,
shock therapy,1,Complication(delayed) of or following (medical or surgical procedure),Y84.3,,,,,
surgical operation NEC,1,Complication(delayed) of or following (medical or surgical procedure),Y83.9,,,,,
reconstructive NEC,2,surgical operation NEC,Y83.4,,,,,
with,3,reconstructive NEC,,,,,,
"anastomosis, bypass or graft",4,with,Y83.2,,,,,
formation of external stoma,4,with,Y83.3,,,,,
specified NEC,2,surgical operation NEC,Y83.8,,,,,
transfusion,1,Complication(delayed) of or following (medical or surgical procedure),,,,,,
procedure,2,transfusion,Y84.8,,,,,
"transplant, transplantation(heart) (kidney) (liver) (whole organ, any)",1,Complication(delayed) of or following (medical or surgical procedure),Y83.0,,,,,
partial organ,2,"transplant, transplantation(heart) (kidney) (liver) (whole organ, any)",Y83.4,,,,,
ureterostomy,1,Complication(delayed) of or following (medical or surgical procedure),Y83.3,,,,,
vaccination,1,Complication(delayed) of or following (medical or surgical procedure),,,,,,
procedure,2,vaccination,Y84.8,,,,,
Compression,0,,,,,,,
divers' squeeze -,1,Compression,,,,,,
trachea by,1,Compression,,,,,,
food(lodged in esophagus),2,trachea by,T18,,,,,
vomitus(lodged in esophagus),2,trachea by,T17.81-,,,,,
Conflagration,0,,,,,,,
Constriction(external),0,,,,,,,
hair,1,Constriction(external),W49.01,,,,,
jewelry,1,Constriction(external),W49.04,,,,,
ring,1,Constriction(external),W49.04,,,,,
rubber band,1,Constriction(external),W49.03,,,,,
specified item NEC,1,Constriction(external),W49.09,,,,,
string,1,Constriction(external),W49.02,,,,,
thread,1,Constriction(external),W49.02,,,,,
Contact(accidental),0,,,,,,,
with,1,Contact(accidental),,,,,,
abrasive wheel(metalworking),2,with,W31.1,,,,,
alligator,2,with,W58.09,,,,,
bite,3,alligator,W58.01,,,,,
crushing,3,alligator,W58.03,,,,,
strike,3,alligator,W58.02,,,,,
amphibian,2,with,W62.9,,,,,
frog,3,amphibian,W62.0,,,,,
toad,3,amphibian,W62.1,,,,,
animal(nonvenomous) NEC,2,with,W64,,,,,
marine,3,animal(nonvenomous) NEC,W56.89,,,,,
bite,4,marine,W56.81,,,,,
dolphin,4,marine,,,,,,
fish NEC,4,marine,,,,,,
mammal,4,marine,,,,,,
orca,4,marine,,,,,,
sea lion,4,marine,,,,,,
shark,4,marine,,,,,,
strike,4,marine,W56.82,,,,,
animate mechanical force NEC,2,with,W64,,,,,
arrow,2,with,W21.89,,,,,
"not thrown, projected or falling",3,arrow,W45.8,,,,,
arthropods(nonvenomous),2,with,W57,,,,,
axe,2,with,W27.0,,,,,
band-saw(industrial),2,with,W31.2,,,,,
bayonet,2,with,,,,,,
bee(s),2,with,X58,,,,,
bench-saw(industrial),2,with,W31.2,,,,,
bird,2,with,W61.99,,,,,
bite,3,bird,W61.91,,,,,
chicken,3,bird,,,,,,
duck,3,bird,,,,,,
goose,3,bird,,,,,,
macaw,3,bird,,,,,,
parrot,3,bird,,,,,,
psittacine,3,bird,,,,,,
strike,3,bird,W61.92,,,,,
turkey,3,bird,,,,,,
blender,2,with,W29.0,,,,,
boiling water,2,with,X12,,,,,
stated as undetermined whether accidental or intentional,3,boiling water,Y27.2,,,,,
suicide(attempt),3,boiling water,X77.2,,,,,
"bore, earth-drilling or mining(land) (seabed)",2,with,W31.0,,,,,
buffalo,2,with,,,,,,
bull,2,with,W55.29,,,,,
bite,3,bull,W55.21,,,,,
gored,3,bull,W55.22,,,,,
strike,3,bull,W55.22,,,,,
bumper cars,2,with,W31.81,,,,,
camel,2,with,,,,,,
can,2,with,,,,,,
lid,3,can,W26.8,,,,,
opener,3,can,W27.4,,,,,
powered,4,opener,W29.0,,,,,
cat,2,with,W55.09,,,,,
bite,3,cat,W55.01,,,,,
scratch,3,cat,W55.03,,,,,
caterpillar(venomous),2,with,X58,,,,,
centipede(venomous),2,with,X58,,,,,
chain,2,with,,,,,,
hoist,3,chain,W24.0,,,,,
agricultural operations,4,hoist,W30.89,,,,,
saw,3,chain,W29.3,,,,,
chicken,2,with,W61.39,,,,,
peck,3,chicken,W61.33,,,,,
strike,3,chicken,W61.32,,,,,
chisel,2,with,W27.0,,,,,
circular saw,2,with,W31.2,,,,,
cobra,2,with,X58,,,,,
combine(harvester),2,with,W30.0,,,,,
conveyer belt,2,with,W24.1,,,,,
cooker(hot),2,with,X15.8,,,,,
stated as undetermined whether accidental or intentional,3,cooker(hot),Y27.3,,,,,
suicide(attempt),3,cooker(hot),X77.3,,,,,
coral,2,with,X58,,,,,
cotton gin,2,with,W31.82,,,,,
cow,2,with,W55.29,,,,,
bite,3,cow,W55.21,,,,,
strike,3,cow,W55.22,,,,,
crane,2,with,W24.0,,,,,
agricultural operations,3,crane,W30.89,,,,,
crocodile,2,with,W58.19,,,,,
bite,3,crocodile,W58.11,,,,,
crushing,3,crocodile,W58.13,,,,,
strike,3,crocodile,W58.12,,,,,
dagger,2,with,W26.1,,,,,
stated as undetermined whether accidental or intentional,3,dagger,Y28.2,,,,,
suicide(attempt),3,dagger,X78.2,,,,,
dairy equipment,2,with,W31.82,,,,,
dart,2,with,W21.89,,,,,
"not thrown, projected or falling",3,dart,W45.8,,,,,
deer,2,with,,,,,,
derrick,2,with,W24.0,,,,,
agricultural operations,3,derrick,W30.89,,,,,
hay,4,agricultural operations,W30.2,,,,,
dog,2,with,W54.8,,,,,
bite,3,dog,W54.0,,,,,
strike,3,dog,W54.1,,,,,
dolphin,2,with,W56.09,,,,,
bite,3,dolphin,W56.01,,,,,
strike,3,dolphin,W56.02,,,,,
donkey,2,with,,,,,,
drill(powered),2,with,W29.8,,,,,
earth(land) (seabed),3,drill(powered),W31.0,,,,,
nonpowered,3,drill(powered),W27.8,,,,,
drive belt,2,with,W24.0,,,,,
agricultural operations,3,drive belt,W30.89,,,,,
dry ice,2,with,,,,,,
dryer(clothes) (powered) (spin),2,with,W29.2,,,,,
duck,2,with,W61.69,,,,,
bite,3,duck,W61.61,,,,,
strike,3,duck,W61.62,,,,,
earth(-),2,with,,,,,,
drilling machine(industrial),3,earth(-),W31.0,,,,,
scraping machine in stationary use,3,earth(-),W31.83,,,,,
edge of stiff paper,2,with,W26.2,,,,,
electric,2,with,,,,,,
beater,3,electric,W29.0,,,,,
blanket,3,electric,X16,,,,,
fan,3,electric,W29.2,,,,,
commercial,4,fan,W31.82,,,,,
knife,3,electric,W29.1,,,,,
mixer,3,electric,W29.0,,,,,
elevator(building),2,with,W24.0,,,,,
agricultural operations,3,elevator(building),W30.89,,,,,
grain,4,agricultural operations,W30.3,,,,,
"engine(s), hot NEC",2,with,X17,,,,,
excavating machine,2,with,W31.0,,,,,
farm machine,2,with,W30.9,,,,,
feces,2,with,,,,,,
fer de lance,2,with,X58,,,,,
fish,2,with,W56.59,,,,,
bite,3,fish,W56.51,,,,,
shark,3,fish,,,,,,
strike,3,fish,W56.52,,,,,
flying horses,2,with,W31.81,,,,,
forging(metalworking) machine,2,with,W31.1,,,,,
fork,2,with,W27.4,,,,,
forklift(truck),2,with,W24.0,,,,,
agricultural operations,3,forklift(truck),W30.89,,,,,
frog,2,with,W62.0,,,,,
garden,2,with,,,,,,
cultivator(powered),3,garden,W29.3,,,,,
riding,4,cultivator(powered),W30.89,,,,,
fork,3,garden,W27.1,,,,,
gas turbine,2,with,W31.3,,,,,
Gila monster,2,with,X58,,,,,
giraffe,2,with,,,,,,
glass(sharp) (broken),2,with,W25,,,,,
with subsequent fall,3,glass(sharp) (broken),W18.02,,,,,
assault,3,glass(sharp) (broken),X99.0,,,,,
due to fall,3,glass(sharp) (broken),,,,,,
stated as undetermined whether accidental or intentional,3,glass(sharp) (broken),Y28.0,,,,,
suicide(attempt),3,glass(sharp) (broken),X78.0,,,,,
goat,2,with,W55.39,,,,,
bite,3,goat,W55.31,,,,,
strike,3,goat,W55.32,,,,,
goose,2,with,W61.59,,,,,
bite,3,goose,W61.51,,,,,
strike,3,goose,W61.52,,,,,
hand,2,with,,,,,,
saw,3,hand,W27.0,,,,,
tool(not powered) NEC,3,hand,W27.8,,,,,
powered,4,tool(not powered) NEC,W29.8,,,,,
harvester,2,with,W30.0,,,,,
hay-derrick,2,with,W30.2,,,,,
heat NEC,2,with,X19,,,,,
from appliance(electrical) (household),3,heat NEC,,,,,,
heating appliance,4,from appliance(electrical) (household),X16,,,,,
heating,2,with,,,,,,
appliance(hot),3,heating,X16,,,,,
pad(electric),3,heating,X16,,,,,
hedge-trimmer(powered),2,with,W29.3,,,,,
hoe,2,with,W27.1,,,,,
hoist(chain) (shaft) NEC,2,with,W24.0,,,,,
agricultural,3,hoist(chain) (shaft) NEC,W30.89,,,,,
hoof stock NEC,2,with,W55.39,,,,,
bite,3,hoof stock NEC,W55.31,,,,,
strike,3,hoof stock NEC,W55.32,,,,,
hornet(s),2,with,X58,,,,,
horse,2,with,W55.19,,,,,
bite,3,horse,W55.11,,,,,
strike,3,horse,W55.12,,,,,
hot,2,with,,,,,,
air,3,hot,X14.1,,,,,
inhalation,4,air,X14.0,,,,,
cooker,3,hot,X15.8,,,,,
drinks,3,hot,X10.0,,,,,
engine,3,hot,X17,,,,,
fats,3,hot,X10.2,,,,,
fluids NEC,3,hot,X12,,,,,
assault,4,fluids NEC,X98.2,,,,,
suicide(attempt),4,fluids NEC,X77.2,,,,,
undetermined whether accidental or intentional,4,fluids NEC,Y27.2,,,,,
food,3,hot,X10.1,,,,,
gases,3,hot,X14.1,,,,,
inhalation,4,gases,X14.0,,,,,
heating appliance,3,hot,X16,,,,,
household appliance,3,hot,X15.8,,,,,
assault,4,household appliance,X98.3,,,,,
cooker,4,household appliance,X15.8,,,,,
hotplate,4,household appliance,X15.2,,,,,
kettle,4,household appliance,X15.8,,,,,
light bulb,4,household appliance,X15.8,,,,,
object NEC,4,household appliance,X19,,,,,
assault,5,object NEC,X98.8,,,,,
stated as undetermined whether accidental or intentional,5,object NEC,Y27.9,,,,,
suicide(attempt),5,object NEC,X77.8,,,,,
saucepan,4,household appliance,X15.3,,,,,
skillet,4,household appliance,X15.3,,,,,
stove,4,household appliance,X15.0,,,,,
stated as undetermined whether accidental or intentional,4,household appliance,Y27.3,,,,,
suicide(attempt),4,household appliance,X77.3,,,,,
toaster,4,household appliance,X15.1,,,,,
kettle,3,hot,X15.8,,,,,
light bulb,3,hot,X15.8,,,,,
liquid NEC,3,hot,X12,,,,,
drinks,4,liquid NEC,X10.0,,,,,
stated as undetermined whether accidental or intentional,4,liquid NEC,Y27.2,,,,,
suicide(attempt),4,liquid NEC,X77.2,,,,,
tap water,4,liquid NEC,X11.8,,,,,
stated as undetermined whether accidental or intentional,5,tap water,Y27.1,,,,,
suicide(attempt),5,tap water,X77.1,,,,,
machinery,3,hot,X17,,,,,
metal(molten) (liquid) NEC,3,hot,X18,,,,,
object(not producing fire or flames) NEC,3,hot,X19,,,,,
oil(cooking),3,hot,X10.2,,,,,
pipe,3,hot,X16,,,,,
plate,3,hot,X15.2,,,,,
radiator,3,hot,X16,,,,,
saucepan(glass) (metal),3,hot,X15.3,,,,,
skillet,3,hot,X15.3,,,,,
stove(kitchen),3,hot,X15.0,,,,,
substance NEC,3,hot,X19,,,,,
tap-water,3,hot,X11.8,,,,,
assault,4,tap-water,X98.1,,,,,
heated on stove,4,tap-water,X12,,,,,
stated as undetermined whether accidental or intentional,5,heated on stove,Y27.2,,,,,
suicide(attempt),5,heated on stove,X77.2,,,,,
in bathtub,4,tap-water,X11.0,,,,,
running,4,tap-water,X11.1,,,,,
stated as undetermined whether accidental or intentional,4,tap-water,Y27.1,,,,,
suicide(attempt),4,tap-water,X77.1,,,,,
toaster,3,hot,X15.1,,,,,
tool,3,hot,X17,,,,,
vapors,3,hot,X13.1,,,,,
inhalation,4,vapors,X13.0,,,,,
water(tap),3,hot,X11.8,,,,,
boiling,4,water(tap),X12,,,,,
stated as undetermined whether accidental or intentional,5,boiling,Y27.2,,,,,
suicide(attempt),5,boiling,X77.2,,,,,
heated on stove,4,water(tap),X12,,,,,
stated as undetermined whether accidental or intentional,5,heated on stove,Y27.2,,,,,
suicide(attempt),5,heated on stove,X77.2,,,,,
in bathtub,4,water(tap),X11.0,,,,,
running,4,water(tap),X11.1,,,,,
stated as undetermined whether accidental or intentional,4,water(tap),Y27.1,,,,,
suicide(attempt),4,water(tap),X77.1,,,,,
hotplate,2,with,X15.2,,,,,
ice-pick,2,with,W27.4,,,,,
insect(nonvenomous) NEC,2,with,W57,,,,,
kettle(hot),2,with,X15.8,,,,,
knife,2,with,W26.0,,,,,
assault,3,knife,X99.1,,,,,
electric,3,knife,W29.1,,,,,
stated as undetermined whether accidental or intentional,3,knife,Y28.1,,,,,
suicide(attempt),3,knife,X78.1,,,,,
lathe(metalworking),2,with,W31.1,,,,,
turnings,3,lathe(metalworking),W45.8,,,,,
woodworking,3,lathe(metalworking),W31.2,,,,,
lawnmower(powered) (ridden),2,with,W28,,,,,
causing electrocution,3,lawnmower(powered) (ridden),W86.8,,,,,
suicide(attempt),4,causing electrocution,X83.1,,,,,
unpowered,3,lawnmower(powered) (ridden),W27.1,,,,,
"lift, lifting(devices)",2,with,W24.0,,,,,
agricultural operations,3,"lift, lifting(devices)",W30.89,,,,,
shaft,3,"lift, lifting(devices)",W24.0,,,,,
liquefied gas,2,with,,,,,,
"liquid air, hydrogen, nitrogen",2,with,,,,,,
lizard(nonvenomous),2,with,W59.09,,,,,
bite,3,lizard(nonvenomous),W59.01,,,,,
strike,3,lizard(nonvenomous),W59.02,,,,,
llama,2,with,,,,,,
macaw,2,with,W61.19,,,,,
bite,3,macaw,W61.11,,,,,
strike,3,macaw,W61.12,,,,,
"machine, machinery",2,with,W31.9,,,,,
abrasive wheel,3,"machine, machinery",W31.1,,,,,
agricultural including animal-powered,3,"machine, machinery",W30.9,,,,,
combine harvester,4,agricultural including animal-powered,W30.0,,,,,
grain storage elevator,4,agricultural including animal-powered,W30.3,,,,,
hay derrick,4,agricultural including animal-powered,W30.2,,,,,
power take-off device,4,agricultural including animal-powered,W30.1,,,,,
reaper,4,agricultural including animal-powered,W30.0,,,,,
specified NEC,4,agricultural including animal-powered,W30.89,,,,,
thresher,4,agricultural including animal-powered,W30.0,,,,,
"transport vehicle, stationary",4,agricultural including animal-powered,W30.81,,,,,
band saw,3,"machine, machinery",W31.2,,,,,
bench saw,3,"machine, machinery",W31.2,,,,,
circular saw,3,"machine, machinery",W31.2,,,,,
commercial NEC,3,"machine, machinery",W31.82,,,,,
"drilling, metal(industrial)",3,"machine, machinery",W31.1,,,,,
