histology,behavior,preferred,description
9509,1,0,"Glioneuronal tumor, rosette-forming (C71._) [2018+. FOR PRE-2018 USE 9505/1]"
9509,1,0,"Leptomeningeal glioneuronal tumor, diffuse (C71._)"
9509,1,0,Rosette-forming glioneuronal tumor [2018+. FOR PRE-2018 USE 9505/1]
9509,1,0,"Tumor, glioneuronal papillary [2018+. FOR PRE-2018 USE 9505/1]"
9509,1,0,"Tumor, glioneuronal, leptomeningeal, diffuse (C71._)"
9509,1,0,"Tumor, glioneuronal, rosette-forming (C71._) [2018+. FOR PRE-2018 USE 9505/1]"
9510,0,1,Retinocytoma (C69.2)
9510,3,1,"Retinoblastoma, NOS (C69.2)"
9511,3,1,"Retinoblastoma, differentiated (C69.2)"
9511,3,0,Differentiated retinoblastoma (C69.2)
9512,3,1,"Retinoblastoma, undifferentiated (C69.2)"
9512,3,0,Undifferentiated retinoblastoma (C69.2)
9513,3,1,"Retinoblastoma, diffuse (C69.2)"
9513,3,0,Diffuse retinoblastoma (C69.2)
9514,1,1,"Retinoblastoma, spontaneously regressed (C69.2)"
9514,1,0,"Regressed, spontaneously, retinoblastoma (C69.2)"
9514,1,0,Spontaneously regressed retinoblastoma (C69.2)
9520,3,1,Olfactory neurogenic tumor
9520,3,0,"Neurogenic tumor, olfactory"
9520,3,0,"Tumor, neurogenic, olfactory"
9520,3,0,"Tumor, olfactory neurogenic"
9521,3,1,Olfactory neurocytoma (C30.0)
9521,3,0,Esthesioneurocytoma (C30.0)
9521,3,0,"Neurocytoma, olfactory (C30.0)"
9522,3,1,Olfactory neuroblastoma (C30.0)
9522,3,0,Esthesioneuroblastoma (C30.0)
9522,3,0,"Neuroblastoma, olfactory (C30.0)"
9523,3,1,Olfactory neuroepithelioma (C30.0)
9523,3,0,Esthesioneuroepithelioma (C30.0)
9523,3,0,"Neuroepithelioma, olfactory (C30.0)"
9530,0,1,"Meningioma, NOS (C70._)"
9530,0,0,Lymphoplasmacyte-rich meningioma (C70._)
9530,0,0,"Meningioma, lymphoplasmacyte-rich (C70._)"
9530,0,0,"Meningioma, metaplastic (C70._)"
9530,0,0,"Meningioma, microcytic (C70._)"
9530,0,0,"Meningioma, secretory (C70._)"
9530,0,0,Metaplastic meningioma (C70._)
9530,0,0,Microcystic meningioma (C70._)
9530,0,0,Secretory meningioma (C70._)
9530,1,1,"Meningiomatosis, NOS (C70._)"
9530,1,0,Diffuse meningiomatosis (C70._)
9530,1,0,"Meningiomas, multiple (C70._)"
9530,1,0,"Meningiomatosis, diffuse (C70._)"
9530,1,0,Multiple meningiomas (C70._)
9530,3,1,"Meningioma, malignant (C70._)"
9530,3,0,Anaplastic meningioma (C70._)
9530,3,0,Leptomeningeal sarcoma (C70._)
9530,3,0,Meningeal sarcoma (C70._)
9530,3,0,"Meningioma, anaplastic (C70._)"
9530,3,0,Meningothelial sarcoma (C70._)
9530,3,0,"Sarcoma, leptomeningeal (C70._)"
9530,3,0,"Sarcoma, meningeal (C70._)"
9530,3,0,"Sarcoma, meningothelial (C70._)"
9531,0,1,Meningothelial meningioma (C70._)
9531,0,0,Endotheliomatous meningioma (C70._)
9531,0,0,"Meningioma, endotheliomatous (C70._)"
9531,0,0,"Meningioma, meningothelial (C70._)"
9531,0,0,"Meningioma, syncytial (C70._)"
9531,0,0,Syncytial meningioma (C70._)
9532,0,1,Fibrous meningioma (C70._)
9532,0,0,Fibroblastic meningioma (C70._)
9532,0,0,"Meningioma, fibroblastic (C70._)"
9532,0,0,"Meningioma, fibrous (C70._)"
9533,0,1,Psammomatous meningioma (C70._)
9533,0,0,"Meningioma, psammomatous (C70._)"
9534,0,1,Angiomatous meningioma (C70._)
9534,0,0,"Meningioma, angiomatous (C70._)"
9535,0,1,Hemangioblastic meningioma (C70._) [obs]
9535,0,0,Angioblastic meningioma (C70._) [obs]
9535,0,0,"Meningioma, angioblastic (C70._) [obs]"
9535,0,0,"Meningioma, hemangioblastic (C70._) [obs]"
9537,0,1,Transitional meningioma (C70._)
9537,0,0,"Meningioma, mixed (C70._)"
9537,0,0,"Meningioma, transitional (C70._)"
9537,0,0,Mixed meningioma (C70._)
9538,1,1,Clear cell meningioma (C70._)
9538,1,0,Chordoid meningioma (C70._)
9538,1,0,"Meningioma, chordoid (C70._)"
9538,1,0,"Meningioma, clear cell (C70._)"
9538,3,1,Papillary meningioma (C70._)
9538,3,0,"Meningioma, papillary (C70._)"
9538,3,0,"Meningioma, rhabdoid (C70._)"
9538,3,0,Rhabdoid meningioma (C70._)
9539,1,1,Atypical meningioma (C70._)
9539,1,0,"Meningioma, atypical (C70._)"
9539,3,1,Meningeal sarcomatosis (C70._)
9539,3,0,"Sarcomatosis, meningeal (C70._)"
9540,0,1,"Neurofibroma, NOS"
9540,1,1,"Neurofibromatosis, NOS [REMOVED FROM ICD-O-3.2; NOT REPORTABLE 2018+]"
9540,1,0,"Disease, Recklinghausen (except of bone) [REMOVED FROM ICD-O-3.2; NOT REPORTABLE 2018+]"
9540,1,0,"Disease, von Recklinghausen (except of bone) [REMOVED FROM ICD-O-3.2; NOT REPORTABLE 2018+]"
9540,1,0,Multiple neurofibromatosis [REMOVED FROM ICD-O-3.2; NOT REPORTABLE 2018+]
9540,1,0,"Neurofibromatosis, multiple [REMOVED FROM ICD-O-3.2; NOT REPORTABLE 2018+]"
9540,1,0,Recklinghausen disease (except of bone) [REMOVED FROM ICD-O-3.2; NOT REPORTABLE 2018+]
9540,1,0,von Recklinghausen disease (except of bone) [REMOVED FROM ICD-O-3.2; NOT REPORTABLE 2018+]
9540,3,1,Malignant peripheral nerve sheath tumor
9540,3,0,Epithelioid MPNST
9540,3,0,"Glandular differentiation, MPNST with"
9540,3,0,Melanotic MPNST
9540,3,0,"Melanotic MPNST, psammomatous"
9540,3,0,Melanotic psammomatous MPNST
9540,3,0,"Mesenchymal differentiation, MPNST with"
9540,3,0,MPNST with glandular differentiation
9540,3,0,MPNST with mesenchymal differentiation
9540,3,0,"MPNST, epithelioid"
9540,3,0,"MPNST, melanotic"
9540,3,0,"MPNST, melanotic psammomatous"
9540,3,0,"MPNST, NOS"
9540,3,0,"Nerve sheath tumor, malignant peripheral"
9540,3,0,Neurofibrosarcoma [obs]
9540,3,0,Neurogenic sarcoma [obs]
9540,3,0,Neurosarcoma [obs]
9540,3,0,"Peripheral nerve sheath tumor, malignant"
9540,3,0,"Psammomatous MPNST, melanotic"
9540,3,0,"Sarcoma, neurogenic [obs]"
9540,3,0,"Tumor, malignant, peripheral nerve sheath"
9540,3,0,"Tumor, nerve sheath, malignant peripheral"
9540,3,0,"Tumor, peripheral nerve sheath, malignant"
9541,0,1,Melanotic neurofibroma
9541,0,0,"Neurofibroma, melanotic"
9542,3,1,"Epithelioid malignant peripheral nerve sheath tumor  (C47.0-C47.6, C47.8, C47.9) [2018+]"
9542,3,0,"Nerve sheath tumor, peripheral epithelioid malignant (C47.0-C47.6, C47.8, C47.9) [2018+]"
9542,3,0,"Peripheral nerve sheath tumor, epithelioid malignant   (C47.0-C47.6, C47.8, C47.9) [2018+]"
9542,3,0,"Tumor, nerve sheath, peripheral epithelioid malignant (C47.0-C47.6, C47.8, C47.9) [2018+]"
9550,0,1,Plexiform neurofibroma
9550,0,0,"Neurofibroma, plexiform"
9550,0,0,"Neuroma, plexiform"
9550,0,0,Plexiform neuroma
9560,0,1,"Neurilemoma, NOS"
9560,0,0,Acoustic neuroma (C72.4)
9560,0,0,Ancient schwannoma
9560,0,0,Cellular schwannoma
9560,0,0,Degenerated schwannoma
9560,0,0,Melanotic schwannoma [PRE-2018 ONLY. FOR 2018+ USE CODE 9560/1.]
9560,0,0,Neurinoma
9560,0,0,"Neuroma, acoustic (C72.4)"
9560,0,0,Pigmented schwannoma
9560,0,0,Plexiform schwannoma
9560,0,0,Psammomatous schwannoma
9560,0,0,"Schwannoma, cellular"
9560,0,0,"Schwannoma, degenerated"
9560,0,0,"Schwannoma, melanotic [PRE-2018 ONLY. FOR 2018+ USE CODE 9560/1.]"
9560,0,0,"Schwannoma, NOS"
9560,0,0,"Schwannoma, pigmented"
9560,0,0,"Schwannoma, plexiform"
9560,0,0,"Schwannoma, psammomatous"
9560,1,1,Neurinomatosis
9560,1,0,Melanotic schwannoma [2018+ ONLY. FOR PRE-2018 USE CODE 9560/0.]
9560,1,0,"Schwannoma, melanotic [2018+ ONLY. FOR PRE-2018 USE CODE 9560/0.]"
9560,3,1,"Neurilemoma, malignant [obs]"
9560,3,0,"Malignant schwannoma, NOS [obs]"
9560,3,0,Neurilemosarcoma [obs]
9560,3,0,"Schwannoma, malignant, NOS [obs]"
9561,3,1,Malignant peripheral nerve sheath tumor with rhabdomyoblastic differentiation
9561,3,0,"Differentiation, malignant peripheral nerve sheath tumor with rhabdomyoblastic"
9561,3,0,"Differentiation, malignant schwannoma with rhabdomyoblastic"
9561,3,0,"Differentiation, MPNST with rhabdomyoblastic"
9561,3,0,Malignant Schwannoma with rhabdomyoblastic differentiation
9561,3,0,MPNST with rhabdomyoblastic differentiation
9561,3,0,"Nerve sheath tumor, malignant peripheral with rhabdomyoblastic differentiation"
9561,3,0,"Peripheral nerve sheath tumor with rhabdomyoblastic differentiation, malignant"
9561,3,0,"Rhabdomyoblastic differentiation, malignant peripheral nerve sheath tumor with"
9561,3,0,"Rhabdomyoblastic differentiation, malignant schwannoma with"
9561,3,0,"Rhabdomyoblastic differentiation, MPNST with"
9561,3,0,"Schwannoma with rhabdomyoblastic differentiation, malignant"
9561,3,0,"Schwannoma, malignant, with rhabdomyoblastic differentiation"
9561,3,0,"Triton tumor, malignant"
9561,3,0,"Tumor, nerve sheath, malignant peripheral, with rhabdomyoblastic differentiation"
9561,3,0,"Tumor, nerve sheath, malignant, with rhabdomyoblastic differentiation"
9561,3,0,"Tumor, Triton, malignant"
9562,0,1,Neurothekeoma
9562,0,0,"Myxoma, nerve sheath"
9562,0,0,Nerve sheath myxoma
9563,0,1,"Nerve sheath tumor, NOS [2021+]"
9563,0,0,Hybrid nerve sheath tumor [2021+]
9563,0,0,"Nerve sheath tumor, hybrid [2021+]"
9570,0,1,"Neuroma, NOS"
9571,0,1,"Perineurioma, NOS"
9571,0,0,Intraneural perineurioma
9571,0,0,"Perineuroma, intraneural"
9571,0,0,"Perineuroma, soft tissue"
9571,0,0,Soft tissue perineurioma
9571,3,1,"Perineurioma, malignant"
9571,3,0,"MPNST, perineural"
9571,3,0,Perineural MPNST
9580,0,1,"Granular cell tumor, NOS"
9580,0,0,"Granular cell myoblastoma, NOS"
9580,0,0,"Myoblastoma, granular cell, NOS"
9580,0,0,"Tumor, granular cell, NOS"
9580,3,1,"Granular cell tumor, malignant"
9580,3,0,"Granular cell myoblastoma, malignant"
9580,3,0,"Myoblastoma, granular cell, malignant"
9580,3,0,"Tumor, granular cell, malignant"
9581,3,1,Alveolar soft part sarcoma
9581,3,0,"Sarcoma, alveolar soft part"
9581,3,0,"Soft part sarcoma, alveolar "
9582,0,1,Granular cell tumor of the sellar region (C75.1) 
9582,0,0,Sellar region granular cell tumor (C75.1) 
9582,0,0,"Tumor, granular cell, sellar region (C75.1) "
9590,3,1,"Malignant lymphoma, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9590,3,0,"Lymphoma (malignant), NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9590,3,0,"Lymphoma, NOS {see Lymphoma (malignant)} [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9590,3,0,Microglioma (C71._) [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9591,1,1,"Monoclonal B-cell lymphocytosis, NOS [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,1,0,"Lymphocytosis, monoclonal B-cell, non-CLL type [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,1,0,"Lymphocytosis, monoclonal B-cell, NOS [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,1,0,"Monoclonal B-cell lymphocytosis, non-CLL type [2021+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,1,"Malignant lymphoma, non-Hodgkin, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"B cell lymphoma, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,Diffuse lymphosarcoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9591,3,0,"Lymphoma (malignant), B-cell, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), cleaved cell, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), cleaved cell, small, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), cleaved cell, small, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), diffuse, lymphocytic, poorly differentiated [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), diffuse, noncleaved, small cell [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), diffuse, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), diffuse, small cell, noncleaved [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), diffuse, small cleaved cell [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), intermediate differentiation, lymphocytic, nodular [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), lymphocytic, diffuse, poorly differentiated [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), lymphocytic, nodular, intermediate differentiation [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), lymphocytic, poorly differentiated, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), nodular, lymphocytic, intermediate differentiation [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), non-Burkitt undifferentiated cell [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), noncleaved cell, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), noncleaved, small cell, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), non-Hodgkin, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), poorly differentiated, lymphocytic, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), small cell, cleaved, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), small cell, noncleaved, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), small cleaved cell, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), small cleaved cell, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), undifferentiated cell type, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphoma (malignant), undifferentiated cell, non-Burkitt [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphosarcoma, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Lymphosarcoma, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Malignant lymphoma, cleaved cell, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Malignant lymphoma, diffuse, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Malignant lymphoma, lymphocytic, intermediate differentiation, nodular [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Malignant lymphoma, lymphocytic, poorly differentiated, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Malignant lymphoma, noncleaved cell, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Malignant lymphoma, small cell, noncleaved, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Malignant lymphoma, small cleaved cell, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Malignant lymphoma, small cleaved cell, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Malignant lymphoma, undifferentiated cell type, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Malignant lymphoma, undifferentiated cell, non-Burkitt [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Non-Hodgkin lymphoma, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Reticulosarcoma, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Reticulosarcoma, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Reticulum cell sarcoma, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Reticulum cell sarcoma, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Sarcoma, reticulum cell, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9591,3,0,"Sarcoma, reticulum cell, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9596,3,1,Composite Hodgkin and non-Hodgkin lymphoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9596,3,0,"Hodgkin lymphoma and non-Hodgkin lymphoma, composite [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9596,3,0,"Lymphoma (malignant), composite Hodgkin and non-Hodgkin [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9596,3,0,"Lymphoma (malignant), Hodgkin and non-Hodgkin, composite [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9596,3,0,"Lymphoma (malignant), non-Hodgkin and Hodgkin, composite [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9597,3,1,Primary cutaneous follicle centre lymphoma [2010+; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9650,3,1,Classical Hodgkin lymphoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9650,3,0,"Hodgkin disease, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9650,3,0,"Hodgkin lymphoma, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9650,3,0,Hodgkin malignant lymphoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9650,3,0,"Lymphoma (malignant), Hodgkin [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9650,3,0,"Malignant lymphoma, Hodgkin [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9651,3,1,"Hodgkin lymphoma, lymphocyte-rich [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9651,3,0,"Classical Hodgkin lymphoma, lymphocyte-rich [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9651,3,0,"Hodgkin disease, lymphocyte predominance, diffuse [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9651,3,0,"Hodgkin disease, lymphocyte predominance, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9651,3,0,"Hodgkin disease, lymphocytic-histiocytic predominance [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9651,3,0,"Hodgkin lymphoma, classical, lymphocyte-rich [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9652,3,1,"Hodgkin lymphoma, mixed cellularity, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9652,3,0,"Classical Hodgkin lymphoma, mixed cellularity, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9652,3,0,"Hodgkin lymphoma, classical, mixed cellularity, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9652,3,0,"Hodgkin lymphoma, mixed cellularity, classical, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9653,3,1,"Hodgkin lymphoma, lymphocyte depletion, NOS  [2010+. FOR PRE-2010 USE CODE 9654/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9653,3,0,"Classical Hodgkin lymphoma, lymphocyte depletion, NOS [2010+. FOR PRE-2010 USE CODE 9654/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9653,3,0,"Hodgkin lymphoma, classical, lymphocyte depletion, NOS [2010+. FOR PRE-2010 USE CODE 9654/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9654,3,1,"Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis [obs] [PRE-2010 ONLY. FOR 2010+ USE CODE 9653/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9654,3,0,"Classical Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis [obs] [PRE-2010 ONLY. FOR 2010+ USE CODE 9653/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9654,3,0,"Hodgkin lymphoma, classical, lymphocyte depletion, diffuse fibrosis [obs] [PRE-2010 ONLY. FOR 2010+ USE CODE 9653/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9655,3,1,"Hodgkin lymphoma, lymphocyte depletion, reticular [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9655,3,0,"Classical Hodgkin lymphoma, lymphocyte depletion, reticular [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9655,3,0,"Hodgkin lymphoma, classical, lymphocyte depletion, reticular [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9659,3,1,"Hodgkin lymphoma, nodular lymphocyte predominance [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9659,3,0,"Hodgkin lymphoma, lymphocyte predominance, nodular [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9659,3,0,"Hodgkin paragranuloma, nodular [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9659,3,0,"Hodgkin paragranuloma, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9659,3,0,"Paragranuloma, Hodgkin, nodular [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9659,3,0,"Paragranuloma, Hodgkin, NOS [obs] [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9661,3,1,Hodgkin granuloma [obs] [PRE-2010 ONLY. FOR 2010+ USE CODE 9650/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9661,3,0,"Granuloma, Hodgkin [obs] [PRE-2010 ONLY. FOR 2010+ USE CODE 9650/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9662,3,1,Hodgkin sarcoma [obs] [PRE-2010 ONLY. FOR 2010+ USE CODE 9650/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9662,3,0,"Sarcoma, Hodgkin [obs] [PRE-2010 ONLY. FOR 2010+ USE CODE 9650/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9663,3,1,Nodular sclerosis classical Hodgkin lymphoma [SEE HEMATOPOIETIC DATABASE FOR REPORTING]
9663,3,0,"Classical Hodgkin lymphoma, nodular sclerosis, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9663,3,0,"Hodgkin disease, nodular sclerosis, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9663,3,0,"Hodgkin lymphoma, classical, nodular sclerosis, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9663,3,0,"Hodgkin lymphoma, nodular sclerosis, NOS [SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9664,3,1,"Hodgkin lymphoma, nodular sclerosis, cellular phase [PRE-2010 ONLY. FOR 2010+ USE CODE 9663/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9664,3,0,"Classical Hodgkin lymphoma, nodular sclerosis, cellular phase [PRE-2010 ONLY. FOR 2010+ USE CODE 9663/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9664,3,0,"Hodgkin lymphoma, classical, nodular sclerosis, cellular phase [PRE-2010 ONLY. FOR 2010+ USE CODE 9663/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9664,3,0,"Hodgkin lymphoma, nodular sclerosis, cellular phase, classical [PRE-2010 ONLY. FOR 2010+ USE CODE 9663/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9665,3,1,"Hodgkin lymphoma, nodular sclerosis, grade 1 [PRE-2010 ONLY. FOR 2010+ USE CODE 9663/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9665,3,0,"Classical Hodgkin lymphoma, nodular sclerosis, grade1 D5142 [PRE-2010 ONLY. FOR 2010+ USE CODE 9663/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9665,3,0,"Hodgkin disease, nodular sclerosis, lymphocyte predominance [PRE-2010 ONLY. FOR 2010+ USE CODE 9663/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9665,3,0,"Hodgkin disease, nodular sclerosis, mixed cellularity [PRE-2010 ONLY. FOR 2010+ USE CODE 9663/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9665,3,0,"Hodgkin lymphoma, classical, nodular sclerosis, grade 1 [PRE-2010 ONLY. FOR 2010+ USE CODE 9663/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9667,3,1,"Hodgkin lymphoma, nodular sclerosis, grade 2 [PRE-2010 ONLY. FOR 2010+ USE CODE 9663/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9667,3,0,"Classical Hodgkin lymphoma, nodular sclerosis, grade2 [PRE-2010 ONLY. FOR 2010+ USE CODE 9663/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9667,3,0,"Hodgkin disease, nodular sclerosis, lymphocyte depletion [PRE-2010 ONLY. FOR 2010+ USE CODE 9663/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9667,3,0,"Hodgkin disease, nodular sclerosis, syncytial variant [PRE-2010 ONLY. FOR 2010+ USE CODE 9663/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9667,3,0,"Hodgkin lymphoma, classical, nodular sclerosis, grade 2 [PRE-2010 ONLY. FOR 2010+ USE CODE 9663/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,1,"Malignant lymphoma, small B lymphocytic, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), B lymphocytic, small, NOS [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
9670,3,0,"Lymphoma (malignant), B-cell, small lymphocytic/chronic lymphocytic leukemia  [PRE-2010 ONLY. FOR 2010+ USE CODE 9823/3; SEE HEMATOPOIETIC DATABASE FOR REPORTING]"
